botid; date; time; press; nit; chl; l12; d12
#; mmddyy; hhmmss; dbar; umol/kg; ug/l; mg C/m3; mg C/m3
170200514;50990;50140;87.4;0.01;0.13;-9;-9
170200513;50990;50027;97.9;0;0.13;-9;-9
170200512;50990;45923;106.8;0.01;0.21;-9;-9
170200511;50990;45819;118;0.01;0.29;-9;-9
170200510;50990;45652;129.9;0.2;0.4;-9;-9
170200509;50990;45459;137;0.69;0.26;-9;-9
170200507;50990;45316;154.4;1.24;0.16;-9;-9
170200506;50990;45157;165.7;-9;0.09;-9;-9
170200505;50990;45055;182.3;2.7;0.06;-9;-9
170200503;50990;44846;209;3.66;0.02;-9;-9
170200614;50990;82738;228.5;5.42;-9;-9;-9
170200612;50990;82548;253.3;6.34;-9;-9;-9
170200611;50990;82426;282.8;8.71;-9;-9;-9
170210008;50990;-9;5;-9;0.03;6.39;0.1
170210007;50990;-9;25;-9;0.1;2.87;0.13
170210006;50990;-9;45;-9;0.11;5.62;-9
170210005;50990;-9;75;-9;0.14;2.905;0.14
170210004;50990;-9;100;-9;0.5;4.685;0.08
170210003;50990;-9;125;-9;0.28;1.1;0.03
170210002;50990;-9;150;-9;0.1;0.17;0.03
170210001;50990;-9;175;-9;0.06;0.07;0.06
180200223;61290;220822;13;0.05;-9;-9;-9
180200222;61290;220718;28.2;0;-9;-9;-9
180200221;61290;220609;53.3;0;-9;-9;-9
180200220;61290;220452;78.3;0;-9;-9;-9
180200219;61290;220324;115.8;0.38;-9;-9;-9
180200218;61290;220150;154;1.41;-9;-9;-9
180200217;61290;220017;194.7;1.46;-9;-9;-9
180200216;61290;215903;217.4;3.08;-9;-9;-9
180200215;61290;215719;264.1;5.24;-9;-9;-9
180200522;61390;71330;5.2;0;0.05;-9;-9
180200521;61390;71132;15.1;-9;0.05;-9;-9
180200520;61390;71021;26.2;0;0.05;-9;-9
180200518;61390;70904;35.1;0;0.05;-9;-9
180200517;61390;70813;45.6;0.03;0.06;-9;-9
180200516;61390;70703;60.7;0;0.06;-9;-9
180200515;61390;70606;76;0;0.09;-9;-9
180200513;61390;70415;96.7;0;0.09;-9;-9
180200512;61390;70321;106.9;0;0.1;-9;-9
180200511;61390;70223;117.2;0;0.14;-9;-9
180200510;61390;70127;127.1;0.43;0.23;-9;-9
180200509;61390;70024;137.2;0.53;0.15;-9;-9
180200507;61390;65807;154.2;0.75;0.08;-9;-9
180200506;61390;65700;165.6;-9;0.05;-9;-9
180200505;61390;65543;181.8;1.93;0.02;-9;-9
180200503;61390;65309;207.5;3.03;0.01;-9;-9
180200614;61390;100910;230.2;4.48;-9;-9;-9
180200612;61390;100705;257.6;4.77;-9;-9;-9
180200611;61390;100548;281.9;6.16;-9;-9;-9
180210008;61390;-9;5;-9;0.05;3.31;0.197
180210007;61390;-9;25;-9;0.04;1.29;0.24
180210006;61390;-9;45;-9;0.06;1.27;0.2
180210005;61390;-9;75;-9;0.11;2.387;0.183
180210004;61390;-9;100;-9;0.22;4.18;0.123
180210003;61390;-9;125;-9;0.08;0.59;0.083
180210002;61390;-9;150;-9;0.02;0.087;0.057
180210001;61390;-9;175;-9;0.02;0.083;0.05
190200222;72590;1639;6.7;0;-9;-9;-9
190200221;72590;1538;12.6;0;-9;-9;-9
190200220;72590;1402;27.5;0.03;-9;-9;-9
190200219;72590;1252;34.3;0;-9;-9;-9
190200218;72590;1113;62.2;0;-9;-9;-9
190200217;72590;853;117.7;0.4;-9;-9;-9
190200216;72590;652;155.9;1.7;-9;-9;-9
190200215;72590;422;223.5;3.64;-9;-9;-9
190200514;72590;71647;231.6;4.84;-9;-9;-9
190200512;72590;71332;254.9;6.81;-9;-9;-9
190200511;72590;71135;282.2;10.03;-9;-9;-9
190200620;72590;95515;4.7;0;0.04;-9;-9
190200619;72590;95332;15.1;-9;0.04;-9;-9
190200618;72590;95128;26.5;0;0.04;-9;-9
190200617;72590;94952;36.8;0;0.05;-9;-9
190200616;72590;94838;46.3;0;0.07;-9;-9
190200615;72590;94647;61.7;0;0.09;-9;-9
190200614;72590;94530;77.4;0;0.11;-9;-9
190200613;72590;94410;87.2;0;0.17;-9;-9
190200612;72590;94244;97.1;0;0.21;-9;-9
190200611;72590;94129;108.1;0.03;0.22;-9;-9
190200610;72590;94009;117.5;0.13;0.1;-9;-9
190200608;72590;93610;137.5;1.51;0.06;-9;-9
190200607;72590;93433;153.4;2.15;0.03;-9;-9
190200606;72590;93318;164.7;1.21;0.02;-9;-9
190200605;72590;93109;181.6;2.22;0.01;-9;-9
190200603;72590;92758;207.8;3.14;0.01;-9;-9
190210008;72590;-9;5;-9;0.04;1.923;0.207
190210007;72590;-9;25;-9;0.04;1.44;0.16
190210006;72590;-9;45;-9;0.08;4.227;0.17
190210005;72590;-9;75;-9;0.11;3.26;0.177
190210004;72590;-9;100;-9;0.2;3.243;0.113
190210003;72590;-9;125;-9;0.08;0.393;0.07
190210002;72590;-9;150;-9;0.04;0.16;0.073
190210001;72590;-9;175;-9;0.02;-9;0.063
220200221;121790;202627;10.1;0.02;-9;-9;-9
220200220;121790;202531;24.7;0;-9;-9;-9
220200219;121790;202356;70.6;0;-9;-9;-9
220200218;121790;202256;84.8;0.02;-9;-9;-9
220200217;121790;202153;97.6;0.09;-9;-9;-9
220200216;121790;202059;103.7;0.39;-9;-9;-9
220200215;121790;201921;150.5;1.96;-9;-9;-9
220200214;121790;201805;174.2;2.92;-9;-9;-9
220200213;121790;201634;223.7;5.52;-9;-9;-9
220200422;121890;44140;118.8;0.49;-9;-9;-9
220200421;121890;44047;129.9;0.75;0.12;-9;-9
220200420;121890;43950;139.3;1.35;0.06;-9;-9
220200419;121890;43829;154.7;-9;0.02;-9;-9
220200418;121890;43731;166.3;2.35;0.01;-9;-9
220200416;121890;43533;191.8;3.28;0;-9;-9
220200412;121890;43139;241.2;6.01;-9;-9;-9
220200411;121890;43031;255.2;6.97;-9;-9;-9
220200410;121890;42922;281;8.81;-9;-9;-9
220200523;121890;75016;7;0;0.07;-9;-9
220200521;121890;74904;14.9;0;0.06;-9;-9
220200520;121890;74741;27;0.02;0.07;-9;-9
220200518;121890;74554;45.8;0;0.07;-9;-9
220200517;121890;74452;45.8;0;0.07;-9;-9
220200516;121890;74348;61.9;0;0.12;-9;-9
220200515;121890;74258;76.5;0;0.12;-9;-9
220200514;121890;74208;86;0;0.15;-9;-9
220200513;121890;74113;96.2;0.01;0.14;-9;-9
220200512;121890;74032;106.2;0.05;0.21;-9;-9
220200510;121890;73855;116.6;0.29;-9;-9;-9
220200509;121890;73804;122.5;-9;0.15;-9;-9
220200508;121890;73700;128;1.7;-9;-9;-9
220200623;121890;110305;78.2;-9;0.15;-9;-9
220200621;121890;110112;92.9;-9;0.19;-9;-9
220200618;121890;105907;103.7;-9;0.15;-9;-9
220200616;121890;105722;113.6;-9;0.11;-9;-9
220200614;121890;105536;122.5;-9;0.05;-9;-9
220200610;121890;105217;143.3;-9;0.04;-9;-9
220200720;121890;153311;30.9;-9;0.12;-9;-9
220200716;121890;153014;71.8;-9;0.12;-9;-9
220200714;121890;152839;90;-9;0.12;-9;-9
220200710;121890;152541;112.5;-9;0.17;-9;-9
220200823;121890;194653;8.7;-9;0.13;-9;-9
220200821;121890;194259;48.4;-9;0.11;-9;-9
220200820;121890;194147;77.9;-9;0.12;-9;-9
220200819;121890;194040;102.4;-9;0.17;-9;-9
220200815;121890;193724;127.1;-9;0.05;-9;-9
220200810;121890;193350;155.6;-9;0.02;-9;-9
220200922;121890;231207;28.5;-9;0.12;-9;-9
220200921;121890;231056;45.7;-9;0.12;-9;-9
220200920;121890;230926;76.5;-9;0.22;-9;-9
220200919;121890;230758;102;-9;0.18;-9;-9
220200917;121890;230555;114.1;-9;0.09;-9;-9
220200915;121890;230422;122.5;-9;0.05;-9;-9
220200911;121890;230013;141.3;-9;0.02;-9;-9
220201022;121990;23848;27.2;-9;0.1;-9;-9
220201021;121990;23738;46.8;-9;0.1;-9;-9
220201020;121990;23615;77.4;-9;0.11;-9;-9
220201018;121990;23441;97.7;-9;0.23;-9;-9
220201015;121990;23226;113.6;-9;0.15;-9;-9
220201013;121990;23101;124.5;-9;0.06;-9;-9
220201007;121990;22619;153.7;-9;0.02;-9;-9
220201123;121990;131939;9.4;0;-9;-9;-9
220210008;121890;-9;5;-9;0.09;5.017;0.137
220210007;121890;-9;25;-9;0.09;4.74;0.143
220210006;121890;-9;45;-9;0.09;3.117;0.143
220210005;121890;-9;75;-9;0.1;1.093;0.153
220210004;121890;-9;100;-9;0.15;0.897;0.077
220210003;121890;-9;125;-9;0.05;0.17;0.073
220210002;121890;-9;150;-9;0.01;0.045;0.063
230200123;20391;1713;15;0;-9;-9;-9
230200122;20391;1220;119.4;0.54;-9;-9;-9
230200223;20391;50607;12.6;0;-9;-9;-9
230200222;20391;50415;53.4;0;-9;-9;-9
230200221;20391;50233;85.4;0;-9;-9;-9
230200220;20391;45954;110.1;0;-9;-9;-9
230200219;20391;45753;138.4;0.89;-9;-9;-9
230200218;20391;45530;209.2;3.4;-9;-9;-9
230200217;20391;45348;243.4;5.22;-9;-9;-9
230200323;20391;81547;6;0;0.06;-9;-9
230200321;20391;81410;16.2;-9;0.06;-9;-9
230200320;20391;81311;26.1;0;0.06;-9;-9
230200318;20391;81152;36;0;0.07;-9;-9
230200317;20391;81055;49.6;0;0.07;-9;-9
230200316;20391;80922;62.1;0;0.07;-9;-9
230200315;20391;80754;75.6;0;0.07;-9;-9
230200314;20391;80650;88.4;0;0.1;-9;-9
230200313;20391;80536;99.1;0;0.13;-9;-9
230200312;20391;80427;107.3;0;0.14;-9;-9
230200311;20391;80314;118.2;0.03;0.14;-9;-9
230200310;20391;80211;128.5;0.06;0.17;-9;-9
230200309;20391;80056;139;1.04;0.12;-9;-9
230200308;20391;75909;154.8;1.41;0.08;-9;-9
230200307;20391;75740;168;-9;0.05;-9;-9
230200306;20391;75620;182.3;2.22;0.03;-9;-9
230200417;20391;123436;209.8;4.37;-9;-9;-9
230200415;20391;123056;229.1;6.7;-9;-9;-9
230200413;20391;122758;259.5;8.52;-9;-9;-9
230200412;20391;122517;283.6;9.46;-9;-9;-9
230210008;20491;-9;5;-9;0.07;5.72;0.083
230210007;20491;-9;25;-9;0.06;5.473;0.073
230210005;20491;-9;75;-9;0.1;2.6;0.073
230210004;20491;-9;100;-9;0.14;0.967;0.05
230210003;20491;-9;125;-9;0.13;0.55;0.033
230210002;20491;-9;150;-9;-9;0.067;0.027
230210001;20491;-9;175;-9;-9;0.02;0.033
240200123;30691;203200;5.4;0;0.06;-9;-9
240200121;30691;203000;16.1;-9;0.06;-9;-9
240200120;30691;202900;19.1;0;0.06;-9;-9
240200118;30691;202700;36.8;0;0.07;-9;-9
240200117;30691;202600;39.7;0;0.07;-9;-9
240200116;30691;202100;63.7;0;0.08;-9;-9
240200115;30691;201900;78.9;0;0.09;-9;-9
240200114;30691;201800;86.2;0;0.09;-9;-9
240200113;30691;201700;94.7;0;0.1;-9;-9
240200112;30691;201600;105.3;0;0.11;-9;-9
240200111;30691;201500;117.6;0.06;0.2;-9;-9
240200110;30691;201300;126.5;0.25;0.21;-9;-9
240200109;30691;201100;139.2;0.65;0.19;-9;-9
240200108;30691;200900;153.9;1.49;0.05;-9;-9
240200107;30691;200600;163.8;-9;0.05;-9;-9
240200106;30691;200100;182.5;-9;0.06;-9;-9
240200104;30691;195200;203.7;3.98;0;-9;-9
240200223;30791;32816;34.9;-9;0.06;-9;-9
240200222;30791;32447;113.5;-9;0.18;-9;-9
240200221;30791;32344;119.2;-9;0.18;-9;-9
240200220;30791;32226;129;-9;0.17;-9;-9
240200219;30791;32130;136.8;-9;0.11;-9;-9
240200218;30791;32000;144.5;-9;0.06;-9;-9
240200217;30791;31842;148.8;-9;0.06;-9;-9
240200214;30791;31400;171.7;2.78;-9;-9;-9
240200212;30791;30957;255.1;7.46;-9;-9;-9
240200211;30791;30820;278.8;10.04;-9;-9;-9
240200317;30791;190535;77.9;-9;0.12;-9;-9
240200315;30791;190202;106.7;-9;0.15;-9;-9
240200313;30791;185908;127.4;-9;0.19;-9;-9
240200312;30791;185800;127.4;-9;0.2;-9;-9
240200311;30791;185700;129.3;-9;0.17;-9;-9
240200310;30791;185500;139.8;-9;0.15;-9;-9
240200308;30791;185100;159.8;-9;0.07;-9;-9
240200723;30891;224749;4.5;0;-9;-9;-9
240200722;30891;224618;31.1;0;-9;-9;-9
240200721;30891;224450;49.6;0;-9;-9;-9
240200720;30891;224313;72.9;0.06;-9;-9;-9
240200719;30891;224152;101.7;0.23;-9;-9;-9
240200717;30891;223903;124.6;0.69;-9;-9;-9
240200716;30891;223721;139.5;1.35;-9;-9;-9
240200714;30891;223433;147.6;2.81;-9;-9;-9
240200713;30891;223322;156;2.15;-9;-9;-9
240200712;30891;223201;179.9;2.18;-9;-9;-9
250200223;40991;221520;43.9;0;-9;-9;-9
250200222;40991;221351;92.1;0.03;-9;-9;-9
250200221;40991;221249;108.3;0.13;-9;-9;-9
250200220;40991;221108;163.7;1.21;-9;-9;-9
250200219;40991;221001;187;2.22;-9;-9;-9
250200218;40991;220814;245.7;4.07;-9;-9;-9
250200415;41091;45607;230.6;4.79;-9;-9;-9
250200413;41091;45359;257.3;7.05;-9;-9;-9
250200412;41091;45219;284.2;9.6;-9;-9;-9
250200521;41091;75031;8;-9;0.07;-9;-9
250200520;41091;74920;17.4;-9;0.07;-9;-9
250200518;41091;74802;27.2;0;0.07;-9;-9
250200517;41091;74701;37.9;0;0.09;-9;-9
250200516;41091;74557;48.7;0;0.08;-9;-9
250200515;41091;74428;65.1;0;0.12;-9;-9
250200514;41091;74317;77.5;0;0.18;-9;-9
250200513;41091;74223;88.9;0.1;0.31;-9;-9
250200512;41091;74123;98.6;0.14;0.29;-9;-9
250200511;41091;74027;108.2;0.6;0.16;-9;-9
250200510;41091;73931;119.6;0.79;0.12;-9;-9
250200509;41091;73841;130.3;1.21;0.1;-9;-9
250200507;41091;73633;157.1;2.04;0.04;-9;-9
250200506;41091;73532;168.1;-9;0.04;-9;-9
250200505;41091;73425;181.3;2.34;0.02;-9;-9
250200503;41091;73216;209.7;3.12;0.01;-9;-9
250210008;41091;-9;5;-9;0.09;5.04;0.097
250210007;41091;-9;25;-9;0.09;6.653;0.107
250210006;41091;-9;45;-9;0.09;5.09;0.133
250210005;41091;-9;75;-9;0.13;2.853;0.143
250210004;41091;-9;100;-9;0.19;1.573;0.08
250210003;41091;-9;125;-9;0.23;0.723;0.057
250210002;41091;-9;150;-9;0.06;0.11;0.04
250210001;41091;-9;175;-9;0.04;0.043;0.03
260200222;50891;14134;37.5;0;-9;-9;-9
260200221;50891;14030;49.2;0;-9;-9;-9
260200220;50891;13846;61.3;0;-9;-9;-9
260200219;50891;13702;99.9;0;-9;-9;-9
260200218;50891;13513;148;0.14;-9;-9;-9
260200217;50891;13354;207.6;3.55;-9;-9;-9
260200216;50891;13052;230.6;4.81;-9;-9;-9
260200315;50891;53552;215.4;3.97;-9;-9;-9
260200313;50891;53358;241.5;5.62;-9;-9;-9
260200312;50891;53258;255.9;6.49;-9;-9;-9
260200311;50891;53135;281.6;8.25;-9;-9;-9
260200421;50891;113722;9.6;-9;0.09;-9;-9
260200420;50891;113631;18.3;0.03;0.09;-9;-9
260200418;50891;113524;26.4;0.03;0.09;-9;-9
260200417;50891;113413;36.7;0;0.11;-9;-9
260200416;50891;113254;46;0;0.1;-9;-9
260200415;50891;113151;64.3;0;-9;-9;-9
260200414;50891;113100;78;0;0.12;-9;-9
260200413;50891;113007;86.9;0;0.11;-9;-9
260200412;50891;112835;98;0;0.12;-9;-9
260200411;50891;112740;104.6;0;0.16;-9;-9
260200410;50891;112641;114.8;0;0.19;-9;-9
260200409;50891;112543;126.3;0;0.22;-9;-9
260200408;50891;112431;140.5;0;0.22;-9;-9
260200407;50891;112340;157.2;-9;0.16;-9;-9
260200406;50891;112241;165.4;0.44;0.16;-9;-9
260200404;50891;111957;188.5;2.02;0.06;-9;-9
260210008;50891;-9;5;-9;0.09;11.385;0.137
260210007;50891;-9;25;-9;0.11;10.69;0.197
260210006;50891;-9;45;-9;0.11;7.3;0.16
260210005;50891;-9;75;-9;0.14;4.28;0.11
260210004;50891;-9;100;-9;0.18;2.255;0.073
260210003;50891;-9;125;-9;0.22;1.697;0.05
260210002;50891;-9;150;-9;0.14;0.3;0.05
260210001;50891;-9;175;-9;0.1;0.065;0.037
270200124;60491;154204;103.1;0;-9;-9;-9
270200223;60491;194722;6.2;0;-9;-9;-9
270200222;60491;194543;25.6;0;-9;-9;-9
270200221;60491;194357;65.5;0;-9;-9;-9
270200220;60491;194256;97.8;0;-9;-9;-9
270200219;60491;194047;104.4;0.03;-9;-9;-9
270200218;60491;193949;152.4;1.13;-9;-9;-9
270200217;60491;193700;157;1.44;-9;-9;-9
270200216;60491;193308;226.7;3.81;-9;-9;-9
270200512;60591;40317;232;4.7;-9;-9;-9
270200510;60591;40035;255.4;6.49;-9;-9;-9
270200509;60591;35916;279.9;9.04;-9;-9;-9
270200623;60591;70845;6.5;0;0.07;-9;-9
270200620;60591;70701;16.2;0.03;0.08;-9;-9
270200619;60591;70603;27.8;0;0.07;-9;-9
270200618;60591;70512;37.9;0;0.08;-9;-9
270200617;60591;70421;47.7;0;0.11;-9;-9
270200616;60591;70315;63.6;0;0.1;-9;-9
270200615;60591;70211;78.2;0;0.18;-9;-9
270200614;60591;70106;90.2;0;0.2;-9;-9
270200613;60591;70010;99.2;0;0.21;-9;-9
270200612;60591;65911;109.6;0;0.23;-9;-9
270200611;60591;65819;120.2;0.03;0.2;-9;-9
270200610;60591;65723;130.2;0.13;0.24;-9;-9
270200609;60591;65633;139;0.27;0.16;-9;-9
270200607;60591;65410;169.5;1.52;0.05;-9;-9
270200605;60591;65219;194.1;1.98;-9;-9;-9
270200604;60591;65116;210;3.2;0.01;-9;-9
270210008;60591;-9;5;-9;0.1;6.21;0.203
270210007;60591;-9;25;-9;0.1;8.535;0.123
270210006;60591;-9;45;-9;0.1;7.05;0.103
270210005;60591;-9;75;-9;0.12;3.203;0.11
270210004;60591;-9;100;-9;0.16;1.457;0.117
270210003;60591;-9;125;-9;0.21;0.78;0.053
270210002;60591;-9;150;-9;0.09;0.17;0.057
270210001;60591;-9;175;-9;0.02;0.035;0.06
280200223;70991;213538;13.2;0;-9;-9;-9
280200222;70991;213356;53.5;0;-9;-9;-9
280200221;70991;213235;66.4;0;-9;-9;-9
280200220;70991;213044;110.1;0.03;-9;-9;-9
280200219;70991;212901;143.4;0.35;-9;-9;-9
280200218;70991;212712;186;1.3;-9;-9;-9
280200217;70991;212444;244.2;4.62;-9;-9;-9
280200415;71091;35414;215.8;2.59;-9;-9;-9
280200414;71091;35312;230.5;3.47;-9;-9;-9
280200412;71091;35101;253.7;4.77;-9;-9;-9
280200411;71091;34849;285.4;6.68;-9;-9;-9
280200521;71091;70401;3.3;0;0.07;-9;-9
280200520;71091;70313;13.3;0;0.06;-9;-9
280200518;71091;70208;23.3;0;0.06;-9;-9
280200517;71091;70122;34;0;0.08;-9;-9
280200516;71091;70037;43.2;0.03;0.1;-9;-9
280200515;71091;65939;58.9;0;0.11;-9;-9
280200514;71091;65843;73.9;0;0.18;-9;-9
280200513;71091;65751;84.7;0;0.26;-9;-9
280200512;71091;65656;94.5;0;0.23;-9;-9
280200511;71091;65603;104.4;0;0.24;-9;-9
280200510;71091;65511;115.1;0.1;0.21;-9;-9
280200509;71091;65405;127.4;0.15;0.18;-9;-9
280200508;71091;65257;135.8;0.43;0.12;-9;-9
280200507;71091;65155;150.6;0.45;0.06;-9;-9
280200505;71091;64937;180;1.05;0.03;-9;-9
280200503;71091;64624;205.8;2.84;0.02;-9;-9
280210008;71091;-9;5;-9;0.07;4.587;0.097
280210007;71091;-9;25;-9;0.06;6.403;0.127
280210006;71091;-9;45;-9;0.09;4.24;0.157
280210005;71091;-9;75;-9;0.14;3.507;0.137
280210004;71091;-9;100;-9;0.22;1.92;0.09
280210003;71091;-9;125;-9;0.2;0.863;0.033
280210002;71091;-9;150;-9;0.06;0.143;0.023
280210001;71091;-9;175;-9;0.07;0.075;0.053
290200223;80991;210751;10.2;0;-9;-9;-9
290200222;80991;210657;22.6;0;-9;-9;-9
290200221;80991;210550;46.5;0;-9;-9;-9
290200220;80991;210443;71.8;0.02;-9;-9;-9
290200219;80991;210217;142.2;0.52;-9;-9;-9
290200218;80991;210112;160.4;0.68;-9;-9;-9
290200217;80991;205959;181.9;1.23;-9;-9;-9
290200216;80991;205823;214.6;2.47;-9;-9;-9
290200215;80991;205624;256.6;4.52;-9;-9;-9
290200214;80991;205447;282.3;6.64;-9;-9;-9
290200514;81091;65251;229.3;2.97;-9;-9;-9
290200512;81091;65059;257.7;4.03;-9;-9;-9
290200511;81091;64929;285.6;5.34;-9;-9;-9
290200623;81091;100542;7.9;0;0.11;-9;-9
290200621;81091;100418;18.4;-9;0.07;-9;-9
290200620;81091;100225;26.9;0;0.07;-9;-9
290200618;81091;100104;34.8;0;0.08;-9;-9
290200617;81091;100003;42.2;0;0.1;-9;-9
290200616;81091;95848;59.1;0;0.12;-9;-9
290200615;81091;95735;75.7;0.02;0.16;-9;-9
290200614;81091;95639;87.6;0;0.21;-9;-9
290200613;81091;95545;98.2;0;0.25;-9;-9
290200612;81091;95417;107.6;0;0.23;-9;-9
290200611;81091;95321;117.7;0.02;0.2;-9;-9
290200610;81091;95219;129.6;0.07;0.19;-9;-9
290200609;81091;95121;139.3;0.19;0.13;-9;-9
290200608;81091;95016;153.1;0.55;0.06;-9;-9
290200607;81091;94904;167.6;-9;0.04;-9;-9
290200606;81091;94757;181.1;1.11;0.03;-9;-9
290200604;81091;94427;208.5;2.12;0.01;-9;-9
290210008;81091;-9;5;-9;0.07;6.957;0.147
290210007;81091;-9;25;-9;0.07;6.747;0.097
290210006;81091;-9;45;-9;0.07;5.485;0.14
290210005;81091;-9;75;-9;0.15;3.15;0.13
290210004;81091;-9;100;-9;0.2;1.27;0.08
290210003;81091;-9;125;-9;0.2;0.737;0.04
290210002;81091;-9;150;-9;0.08;0.153;-9
290210001;81091;-9;175;-9;0.03;0.057;0.05
300200124;91791;154055;54.2;0;-9;-9;-9
300200123;91791;153845;201.8;1.71;-9;-9;-9
300200223;91791;200648;12.7;0;-9;-9;-9
300200222;91791;200549;17.4;0;-9;-9;-9
300200221;91791;200444;32.3;0;-9;-9;-9
300200220;91791;200321;58.4;0;-9;-9;-9
300200219;91791;200209;76.8;0;-9;-9;-9
300200218;91791;200057;85.7;0;-9;-9;-9
300200217;91791;195830;144.6;0.33;-9;-9;-9
300200216;91791;195619;202.3;2.03;-9;-9;-9
300200215;91791;195357;264.5;5.15;-9;-9;-9
300200414;91891;24538;230.6;2.93;-9;-9;-9
300200412;91891;24330;256.5;3.94;-9;-9;-9
300200411;91891;24209;276.1;5.5;-9;-9;-9
300200514;91891;55457;111.4;0;0.2;-9;-9
300200513;91891;55406;121.8;0.02;0.19;-9;-9
300200512;91891;55306;131.5;0.25;0.14;-9;-9
300200511;91891;55209;141.7;0.37;0.1;-9;-9
300200508;91891;55000;158.7;0.75;0.06;-9;-9
300200507;91891;54902;165.2;-9;0.06;-9;-9
300200506;91891;54755;176.2;1.14;0.03;-9;-9
300200504;91891;54513;199.9;1.89;0.01;-9;-9
300200615;91891;82714;11.3;0;-9;-9;-9
300200614;91891;82658;11.3;-9;0.06;-9;-9
300200613;91891;82438;31;-9;0.06;-9;-9
300200612;91891;82414;31.1;0;0.07;-9;-9
300200611;91891;82254;41.1;0;0.07;-9;-9
300200610;91891;82113;50.8;0;0.08;-9;-9
300200608;91891;81922;67.7;0;0.14;-9;-9
300200607;91891;81804;83.3;0;0.19;-9;-9
300200606;91891;81650;95.6;0;0.25;-9;-9
300200605;91891;81542;105.4;0;0.23;-9;-9
300210008;91891;-9;5;-9;0.07;7.475;0.183
300210007;91891;-9;25;-9;0.07;7.827;0.177
300210006;91891;-9;45;-9;0.09;5.93;0.173
300210005;91891;-9;75;-9;0.17;3.55;0.137
300210004;91891;-9;100;-9;0.22;1.473;0.047
300210003;91891;-9;125;-9;0.15;0.533;0.06
300210002;91891;-9;150;-9;0.07;0.057;0.047
300210001;91891;-9;175;-9;0.08;0.107;0.077
310200123;102091;224442;6;0;-9;-9;-9
310200122;102091;223845;251;7.22;-9;-9;-9
310200223;102191;22823;10;0;-9;-9;-9
310200222;102191;22625;46.1;0;-9;-9;-9
310200221;102191;22445;71.7;0;-9;-9;-9
310200220;102191;22247;92.2;0;-9;-9;-9
310200219;102191;22105;112.3;0.08;-9;-9;-9
310200218;102191;21943;129.1;0.23;-9;-9;-9
310200217;102191;21753;159.8;0.57;-9;-9;-9
310200216;102191;21513;218.9;4.78;-9;-9;-9
310200215;102191;21252;265.9;8.06;-9;-9;-9
310200314;102191;50043;224.7;4.78;-9;-9;-9
310200312;102191;45806;249.1;7.66;-9;-9;-9
310200311;102191;45626;274.4;9.25;-9;-9;-9
310200416;102191;75430;103.9;0.05;0.31;-9;-9
310200415;102191;75327;114.6;0.2;0.23;-9;-9
310200413;102191;75154;124.7;0.34;0.13;-9;-9
310200412;102191;75100;135.1;0.47;0.13;-9;-9
310200410;102191;74916;150.5;0.13;0.11;-9;-9
310200409;102191;74816;160.8;-9;0.09;-9;-9
310200408;102191;74716;175;-9;0.06;-9;-9
310200406;102191;74503;199.6;2.53;0.04;-9;-9
310200405;102191;74340;226.4;4.97;-9;-9;-9
310200404;102191;74219;250;7.91;-9;-9;-9
310200518;102191;104230;6.7;0;0.07;-9;-9
310200516;102191;104112;16.8;0;0.07;-9;-9
310200515;102191;104021;27;0;0.07;-9;-9
310200513;102191;103902;35.9;0;0.08;-9;-9
310200512;102191;103810;46.5;0;0.09;-9;-9
310200511;102191;103710;61.3;0;0.11;-9;-9
310200510;102191;103606;76.8;0;0.23;-9;-9
310200509;102191;103514;87.1;0;0.27;-9;-9
310200508;102191;103421;97.4;0;0.34;-9;-9
310200721;102191;180647;6.5;-9;0.09;-9;-9
310200719;102191;180507;26.1;-9;0.1;-9;-9
310200717;102191;180335;46.3;-9;0.14;-9;-9
310200715;102191;180149;76.9;-9;0.23;-9;-9
310200713;102191;180018;101.5;-9;0.27;-9;-9
310200709;102191;175710;126.9;-9;0.13;-9;-9
310200707;102191;175529;150.9;-9;0.07;-9;-9
310210008;102191;-9;5;-9;0.08;9.59;0.16
310210007;102191;-9;25;-9;0.08;6.453;0.13
310210006;102191;-9;45;-9;0.09;5.233;0.187
310210005;102191;-9;75;-9;0.2;2.617;0.107
310210004;102191;-9;100;-9;0.29;0.913;0.06
310210003;102191;-9;125;-9;0.11;0.217;0.03
310210002;102191;-9;150;-9;0.07;0.053;0.03
310210001;102191;-9;175;-9;0.08;0.145;0.127
320200123;120591;182741;7.4;0;-9;-9;-9
320200122;120591;182534;50.3;0.01;-9;-9;-9
320200121;120591;182137;200.7;3.49;-9;-9;-9
320200223;120591;223636;8;0;-9;-9;-9
320200222;120591;223534;31.7;-0.01;-9;-9;-9
320200221;120591;223422;53.8;0.01;-9;-9;-9
320200220;120591;223325;67.8;0.01;-9;-9;-9
320200219;120591;223227;86;0;-9;-9;-9
320200218;120591;223134;97.4;0.02;-9;-9;-9
320200217;120591;223039;108.9;0.13;-9;-9;-9
320200216;120591;222926;130.3;0.39;-9;-9;-9
320200215;120591;222823;145.4;0.9;-9;-9;-9
320200214;120591;222614;207.9;3.91;-9;-9;-9
320200213;120591;222339;295.7;11.52;-9;-9;-9
320200415;120691;40918;224.4;5.06;-9;-9;-9
320200413;120691;40644;249;7.33;-9;-9;-9
320200412;120691;40521;275.3;10.29;-9;-9;-9
320200512;120691;64650;99.2;0.02;-9;-9;-9
